movie_title,director_name,budget,content_rating,duration,actor_1_name,actor_2_name,actor_3_name,gross,genres,plot_keywords,imdb_score
Good Luck Chuck ,Mark Helfrich,25000000,R,101,Dane Cook,Dan Fogler,Chelan Simmons,35000629,Comedy|Romance,breasts|leg spreading|mini skirt|sex|sex in bed,5.6
"Good Morning, Vietnam ",Barry Levinson,13000000,R,121,Robin Williams,J.T. Walsh,Bruno Kirby,123922370,Biography|Comedy|Drama|War,disc jockey|friendship|radio|vietnam|vietnamese,7.3
Good Will Hunting ,Gus Van Sant,10000000,R,126,Robin Williams,Matt Damon,Minnie Driver,138339411,Drama,friend|genius|janitor|loss of wife|professor,8.3
Goodfellas ,Martin Scorsese,25000000,R,146,Robert De Niro,Mike Starr,Paul Sorvino,46836394,Biography|Crime|Drama,betrayal|gangster|mafia|organized crime|robbery,8.7
Gossip ,Davis Guggenheim,24000000,R,90,Norman Reedus,Sharon Lawrence,Noam Jenkins,5108820,Drama|Mystery|Thriller,college|college campus|gossip|rape|sex,5.9
Gothika ,Mathieu Kassovitz,40000000,R,98,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,59588068,Horror|Mystery|Thriller,memory|murder|patient|psychiatrist|the devil,5.8
Gran Torino ,Clint Eastwood,33000000,R,116,Clint Eastwood,Dreama Walker,Ahney Her,148085755,Drama,gang|gang rape|hmong|teenager|widower,8.2
Green Room ,Jeremy Saulnier,5000000,R,95,Alia Shawkat,Mark Webber,Joe Cole,3219029,Crime|Horror|Music|Thriller,murder|neo nazi|punk band|skinhead|suspense,7.1
Grindhouse ,Robert Rodriguez,53000000,R,189,Quentin Tarantino,Rosario Dawson,Zoë Bell,25031037,Action|Horror|Thriller,anthropophagus|blood and gore|double feature|real twins playing twins|zombie,7.6
Groove ,Greg Harrison,500000,R,86,Rachel True,Ari Gold,Denny Kirkwood,1114943,Drama|Music,dj|ecstasy the drug|rave|raver|warehouse,6.5
Grosse Pointe Blank ,George Armitage,15000000,R,107,Minnie Driver,Michael Cudlitz,Mitchell Ryan,28014536,Action|Comedy|Crime|Romance|Thriller,assassin|high school|high school reunion|reunion|suburb,7.4
Gun Shy ,Eric Blakeney,10000000,R,101,Liam Neeson,Oliver Platt,Mitch Pileggi,1631839,Comedy|Crime|Romance,colombian|enema|group therapy|murder|nurse,5.7
Half Baked ,Tamra Davis,8000000,R,82,Dave Chappelle,Harland Williams,Clarence Williams III,17278980,Comedy|Crime,bail|diabetic|friend|jail|pharmaceutical lab,6.7
Half Nelson ,Ryan Fleck,700000,R,106,Ryan Gosling,Tristan Mack Wilds,Jeff Lima,2694973,Drama,bathroom|classroom|dialectics|drugs|student,7.2
Hall Pass ,Bobby Farrelly,36000000,R,111,Jenna Fischer,Larry Joe Campbell,Stephen Merchant,45045037,Comedy|Romance,drugged food|female frontal nudity|male frontal nudity|male nudity|marriage,5.9
Halloween 4: The Return of Michael Myers ,Dwight H. Little,5000000,R,88,Donald Pleasence,Kathleen Kinmont,Ellie Cornell,17768000,Horror|Thriller,halloween|michael myers|murder|niece|october,5.9
Halloween 5 ,Dominique Othenin-Girard,3000000,R,96,Donald Pleasence,Tamara Glynn,Troy Evans,11642254,Horror|Thriller,cat|halloween|kitten|michael myers|psychotronic,5.2
Halloween II ,Rob Zombie,15000000,R,119,Scout Taylor-Compton,Tyler Mane,Margot Kidder,33386128,Horror,halloween|hospital|michael myers|rampage|vomiting,4.9
Halloween II ,Rob Zombie,15000000,R,119,Scout Taylor-Compton,Tyler Mane,Margot Kidder,33386128,Horror,halloween|hospital|michael myers|rampage|vomiting,4.9
Halloween III: Season of the Witch ,Tommy Lee Wallace,2500000,R,98,Tom Atkins,Dan O'Herlihy,Nancy Kyes,14400000,Horror|Mystery|Sci-Fi,doctor|factory|halloween|holiday horror|stonehenge,4.6
Halloween: Resurrection ,Rick Rosenthal,15000000,R,94,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,30259652,Comedy|Horror|Thriller,cult film|halloween|killer|michael myers|serial killer,4.1
Halloween: The Curse of Michael Myers ,Joe Chappelle,5000000,R,93,Donald Pleasence,Kim Darby,Mitchell Ryan,15126948,Horror|Thriller,halloween|michael myers|nudity|returning character with different actor|slasher flick,4.9
Halloween ,John Carpenter,300000,R,101,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,47000000,Horror|Thriller,halloween|masked killer|michael myers|slasher|trick or treat,7.9
Hamlet 2 ,Andrew Fleming,9000000,R,92,Steve Coogan,Amy Poehler,David Arquette,4881867,Comedy|Music,gang banger|sequel|shakespeare's hamlet|student|time machine,6.4
Happy Christmas ,Joe Swanberg,70000,R,82,Anna Kendrick,Lena Dunham,Mark Webber,30084,Comedy|Drama,chicago illinois|drink|drinking|filmmaker|writer,5.6
Hard Candy ,David Slade,950000,R,104,Odessa Rae,G.J. Echternkamp,Patrick Wilson,1007962,Crime|Drama|Thriller,chatting|missing person poster|online dating|photographer|sexual predator,7.1
Hard Rain ,Mikael Salomon,70000000,R,97,Morgan Freeman,Minnie Driver,Randy Quaid,19819494,Action|Crime|Drama|Thriller,dam|flood|money|police|sheriff,5.8
Harley Davidson and the Marlboro Man ,Simon Wincer,23000000,R,98,Vanessa Williams,Tia Carrere,Don Johnson,7434726,Action|Crime|Drama|Thriller|Western,bar|biker|cowboy|drugs|marlboro,6
Harold & Kumar Escape from Guantanamo Bay ,Jon Hurwitz,12000000,R,102,Danneel Ackles,Eric Winter,Beverly D'Angelo,38087366,Adventure|Comedy,bong|escape|ex girlfriend|guantanamo bay|texas,6.6
Harold & Kumar Go to White Castle ,Danny Leiner,9000000,R,88,Ethan Embry,Fred Willard,Paula Garcés,18225165,Adventure|Comedy,marijuana|police|road trip|stoner|white castle,7.1
Harsh Times ,David Ayer,2000000,R,116,J.K. Simmons,Christian Bale,Noel Gugliemi,3335839,Action|Crime|Drama|Thriller,blood splatter|friend|lapd|mexican|violence,7
Hart's War ,Gregory Hoblit,60000000,R,125,Bruce Willis,Cole Hauser,Rory Cochrane,19076815,Drama|War,colonel|honor|lieutenant|pilot|racism,6.3
Harvard Man ,James Toback,5500000,R,99,Sarah Michelle Gellar,Eric Stoltz,Joey Lauren Adams,56007,Comedy|Crime|Drama|Romance|Thriller,basketball|cheerleader|college|harvard|philosophy,4.9
Hav Plenty ,Christopher Scott Cherot,650000,R,84,Hill Harper,Robinne Lee,Chenoa Maxwell,2301777,Comedy,friend|new year's eve|screwball|self discovery|social differences,6.5
He Got Game ,Spike Lee,25000000,R,136,Denzel Washington,Milla Jovovich,Rosario Dawson,21554585,Drama|Sport,basketball|basketball player|female nudity|porn actor in mainstream movie|prison,6.9
Heaven's Gate ,Michael Cimino,44000000,R,325,Jeff Bridges,Sam Waterston,Isabelle Huppert,1500000,Adventure|Drama|Western,1890s|hired gun|immigrant|johnson county war|sheriff,6.8
Hedwig and the Angry Inch ,John Cameron Mitchell,6000000,R,95,John Cameron Mitchell,Miriam Shor,Andrea Martin,3029081,Comedy|Drama|Music|Musical,band|rock band|sex change|song|transsexual,7.8
Her ,Spike Jonze,23000000,R,126,Scarlett Johansson,Brian Johnson,Matt Letscher,25556065,Drama|Romance|Sci-Fi,divorce|female frontal nudity|future|loneliness|operating system,8
Hesher ,Spencer Susser,7000000,R,106,Joseph Gordon-Levitt,Natalie Portman,Rainn Wilson,382946,Drama,bully|car|car accident|fire|vomiting,7.1
Hide and Seek ,John Polson,30000000,R,101,Robert De Niro,Dylan Baker,Robert John Burke,51097664,Drama|Horror|Mystery|Thriller,bathtub|psychologist|pushed out a window|smothered with a pillow|telescope,5.9
Highlander: Endgame ,Douglas Aarniokoski,15000000,R,101,Christopher Lambert,Adrian Paul,Adam Copeland,12801190,Action|Adventure|Fantasy|Sci-Fi,battle|explosion|immortal|revenge|sequel to cult film,4.6
Hit and Run ,David Palmer,2000000,R,100,Bradley Cooper,Tom Arnold,Beau Bridges,13746550,Action|Comedy|Romance,gay cop|getaway driver|masturbation|penis|witness protection,6.1
Hoffa ,Danny DeVito,35000000,R,140,Frank Whaley,J.T. Walsh,Paul Guilfoyle,24276500,Biography|Crime|Drama,labor|labor union|leader|mafia|union,6.6
Hollow Man ,Paul Verhoeven,95000000,R,119,Greg Grunberg,Kim Dickens,Joey Slotnick,73209340,Action|Horror|Sci-Fi|Thriller,experiment|research|scientist|suburb|surrealism,5.7
Hollywood Shuffle ,Robert Townsend,100000,R,81,Robert Townsend,Keenen Ivory Wayans,Helen Martin,5228617,Comedy,actor|african american|dream|two word title|written and directed by cast member,7
Homefront ,Gary Fleder,22000000,R,100,Jason Statham,James Franco,Frank Grillo,19783777,Action|Crime|Drama|Thriller,biker|biker gang|dea|dea agent|fight,6.5
Horrible Bosses 2 ,Sean Anders,42000000,R,116,Kevin Spacey,Christoph Waltz,Lindsay Sloane,54414716,Comedy|Crime,kidnapping|reference to franz beckenbauer|scene during end credits|second part|singing in a car,6.3
Horrible Bosses ,Seth Gordon,35000000,R,106,Kevin Spacey,Lindsay Sloane,Reginald Ballard,117528646,Comedy|Crime,black comedy|boss|chemical company|dental assistant|murder,6.9
Hostage ,Florent-Emilio Siri,52000000,R,113,Jimmy Bennett,Bruce Willis,Ransford Doherty,34636443,Action|Crime|Drama|Mystery|Thriller,california|hostage|hostage negotiator|organized crime|police,6.6
Hostel: Part II ,Eli Roth,10000000,R,94,Jay Hernandez,Lauren German,Stanislav Ianevski,17544812,Horror,american|hostel|slovakia|torture|train,5.4
Hostel ,Eli Roth,4800000,R,93,Jay Hernandez,Takashi Miike,Rick Hoffman,47277326,Horror,bratislava|hostel|sadistic horror|torture|travel,5.9
Hot Tub Time Machine 2 ,Steve Pink,14000000,R,99,Adam Scott,Gillian Jacobs,Collette Wolfe,12282677,Comedy|Sci-Fi,acid trip|gameshow|hot tub|time lord|time machine,5.1
Hot Tub Time Machine ,Steve Pink,36000000,R,101,Charlie McDermott,Collette Wolfe,Crystal Lowe,50213619,Comedy|Sci-Fi,cheating wife|drug reference|maintenance man|male vomiting|promiscuous woman,6.4
House of 1000 Corpses ,Rob Zombie,7000000,R,105,Sid Haig,Matthew McGrory,Erin Daniels,12583510,Horror,actor playing multiple roles|axe|dark comedy|masked man|sadism,6
House of Sand and Fog ,Vadim Perelman,15000000,R,126,Frances Fisher,Kim Dickens,Ron Eldard,13005485,Drama,auction|home|house|iranian|marriage,7.6
House on Haunted Hill ,William Malone,19000000,R,93,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras,40846082,Horror|Mystery|Thriller,billionaire|corpse|eccentric|haunted hospital|haunted house,5.6
House Party 2 ,George Jackson,5000000,R,94,William Schallert,Tisha Campbell-Martin,Helen Martin,19281235,Comedy|Drama|Music|Romance,college|misogyny|money|new friend|party,5.1
How High ,Jesse Dylan,12000000,R,93,Hector Elizondo,Fred Willard,T.J. Thyne,31155435,Comedy|Fantasy,college|drugs|harvard|pot|smoke,6.2
How Stella Got Her Groove Back ,Kevin Rodney Sullivan,20000000,R,124,Richard Lawson,James Pickens Jr.,Barry Shabaka Henley,37672350,Comedy|Drama|Romance,female protagonist|jamaica|six word title|tragic event|vacation,5.5
How to Be Single ,Christian Ditter,38000000,R,110,Alison Brie,Damon Wayans Jr.,Nicholas Braun,46813366,Comedy|Romance,motor scooter|new york city|newborn baby|scooter|single,6.1
Hudson Hawk ,Michael Lehmann,70000000,R,100,Bruce Willis,James Coburn,Richard E. Grant,17218080,Action|Adventure|Comedy,blackmail|burglar|critically bashed|leonardo da vinci|prison,5.7
Hurricane Streets ,Morgan J. Freeman,500000,R,86,Edie Falco,Heather Matarazzo,Lynn Cohen,334041,Crime|Drama|Romance,gang|new mexico|prison|smuggling|theft,6.5
Hustle & Flow ,Craig Brewer,8000000,R,116,Isaac Hayes,Paula Jai Parker,Elise Neal,22201636,Crime|Drama|Music,baby|friend|hip hop|pimp|stripper,7.4
I Got the Hook Up ,Michael Martin,3500000,R,93,Joe Estevez,Master P,Anthony Johnson,10305534,Comedy,friend|obscenity|scam|vacant lot|van,3.9
I Heart Huckabees ,David O. Russell,22000000,R,107,Naomi Watts,Lily Tomlin,Isabelle Huppert,12784713,Comedy,coincidence|cult film|overalls|suburb|vomiting,6.7
I Know What You Did Last Summer ,Jim Gillespie,17000000,R,99,Muse Watson,Sarah Michelle Gellar,Anne Heche,72219395,Horror|Mystery|Thriller,beach|corpse|fourth of july|overalls|revenge,5.6
"I Love You, Man ",John Hamburg,40000000,R,105,J.K. Simmons,Jon Favreau,Jane Curtin,71347010,Comedy|Romance,bromance|friend|gay brother|homosexual subtext|wedding,7.1
I Love Your Work ,Adam Goldberg,1650000,R,111,Judy Greer,Marisa Coughlan,Nicky Katt,2580,Drama|Mystery,film student|marriage|mental breakdown|movie star|obsession,5.4
I Married a Strange Person! ,Bill Plympton,250000,R,75,Charis Michelsen,Bill Martone,Richard Spore,203134,Animation|Comedy|Drama|Fantasy|Sci-Fi,claim in title|exclamation point in title|punctuation in title|reference to babe ruth|sex,7
I Spit on Your Grave ,Steven R. Monroe,2000000,R,105,Sarah Butler,Chad Lindberg,Daniel Franzese,92401,Horror|Thriller,horror movie remake|rape|rape and revenge|rape victim|revenge,6.3
I Still Know What You Did Last Summer ,Danny Cannon,24000000,R,100,Muse Watson,Mekhi Phifer,Bill Cobbs,39989008,Horror|Mystery,bahamas|fisherman|hook|island|roommate,4.6
I Want Someone to Eat Cheese With ,Jeff Garlin,1500000,R,80,Jessy Schram,Jeff Garlin,Joey Slotnick,194568,Comedy|Romance,cheese|city|ice cream|school|second city,6.2
Identity Thief ,Seth Gordon,35000000,R,120,Jon Favreau,Eric Stonestreet,T.I.,134455175,Comedy|Crime,bounty hunter|credit card|cross country|identity|police,5.7
Identity ,James Mangold,30000000,R,91,Clea DuVall,Rebecca De Mornay,Jake Busey,51475962,Mystery|Thriller,dissociative identity disorder|motel room key|murder|storm|stranded,7.3
Idle Hands ,Rodman Flender,20000000,R,92,Vivica A. Fox,Fred Willard,Elden Henson,4002955,Comedy|Fantasy|Horror|Thriller,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,6.2
Idlewild ,Bryan Barber,15000000,R,121,Cicely Tyson,Faizon Love,Bobb'e J. Thompson,12549485,Crime|Drama|Musical|Romance,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,6.2
Igby Goes Down ,Burr Steers,9000000,R,99,Kieran Culkin,Rory Culkin,Bill Irwin,4681503,Comedy|Drama,boy|mistress|money|schizophrenic|school,7
I'm Not There. ,Todd Haynes,20000000,R,135,Christian Bale,Heath Ledger,Tyrone Benskin,4001121,Biography|Drama|Music,1960s|actor|horseback riding|reporter|riding the rails,7
Imaginary Heroes ,Dan Harris,4000000,R,111,Kip Pardue,Ryan Donowho,Larry Fessenden,228524,Comedy|Drama,cat|christmas song|lawn mowing|leave of absence|medication,7.3
Immortals ,Tarsem Singh,75000000,R,110,Henry Cavill,Daniel Sharman,Steve Byers,83503161,Action|Drama|Fantasy|Romance,burned alive|castration|olympus|torture|torture device,6.1
Impostor ,Gary Fleder,40000000,R,102,Gary Dourdan,Mekhi Phifer,Tim Guinee,6114237,Drama|Mystery|Sci-Fi|Thriller,alien|android|bomb|future|weapon,6.2
In Dreams ,Neil Jordan,30000000,R,100,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle,11900000,Drama|Fantasy|Thriller,dream|mental institution|padded cell|serial killer|suicide attempt,5.5
In the Bedroom ,Todd Field,1700000,R,138,Tom Wilkinson,Sissy Spacek,Karen Allen,35918429,Crime|Drama,doctor|maine|only son|school choir|summer,7.5
In Too Deep ,Michael Rymer,7000000,R,95,LL Cool J,Omar Epps,Nia Long,14003141,Crime|Drama|Thriller,cunnilingus|oral sex|police|sex scene|undercover,6.1
Infamous ,Douglas McGrath,13000000,R,118,Toby Jones,Isabella Rossellini,Hope Davis,1150403,Biography|Crime|Drama,blood|book|cold calculation|murder|writer,7.1
Inglourious Basterds ,Quentin Tarantino,75000000,R,153,Michael Fassbender,Brad Pitt,Christoph Waltz,120523073,Adventure|Drama|War,france|german|nazis|revenge|scalping,8.3
Inherent Vice ,Paul Thomas Anderson,20000000,R,148,Martin Dew,Katherine Waterston,Serena Scott Thomas,8093318,Comedy|Crime|Drama|Mystery|Romance,1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration,6.7
Inside Llewyn Davis ,Ethan Coen,11000000,R,104,Justin Timberlake,Max Casella,Alex Karpovsky,13214255,Drama|Music,1960s|car hitting an animal|folk singer|friend|singer,7.4
Inside Man ,Spike Lee,45000000,R,129,Denzel Washington,James Ransone,Peter Gerety,88504640,Crime|Drama|Mystery|Thriller,bank|detective|negotiation|police|robber,7.6
Insomnia ,Christopher Nolan,46000000,R,118,Al Pacino,Maura Tierney,Crystal Lowe,67263182,Drama|Mystery|Thriller,detective|insomnia|murder|partner|police,7.2
Instinct ,Jon Turteltaub,55000000,R,126,Anthony Hopkins,Maura Tierney,John Ashton,34098563,Drama|Thriller,africa|anthropologist|murder|poacher|psychiatrist,6.5
Interview with the Assassin ,Neil Burger,750000,R,88,Raymond J. Barry,Christel Khalil,Renee Faia,47329,Drama,conspiracy theory|kennedy assassination|mock documentary|paranoia,6.6
Interview with the Vampire: The Vampire Chronicles ,Neil Jordan,60000000,R,123,Brad Pitt,Tom Cruise,Kirsten Dunst,105264608,Drama|Fantasy|Horror,betrayal|dangerous friend|gothic|monster as victim|vampire,7.6
Into the Wild ,Sean Penn,15000000,R,148,Kristen Stewart,William Hurt,Hal Holbrook,18352454,Adventure|Biography|Drama,alaska|based on true story|male nudity|self discovery|wilderness,8.2
Ira & Abby ,Robert Cary,3500000,R,101,Frances Conroy,Fred Willard,Kevin Sussman,220234,Comedy|Romance,erectile dysfunction|mugger|mugging|subway robbery|therapy,6.5
Isn't She Great ,Andrew Bergman,36000000,R,95,Stockard Channing,Nathan Lane,John Larroquette,2954405,Biography|Comedy|Romance,autistic son|cancer|female protagonist|new york city|son,5.3
It Follows ,David Robert Mitchell,2000000,R,100,Maika Monroe,Ruby Harris,Jake Weary,14673301,Horror|Mystery,ambiguous ending|being followed|sex scene|supernatural|supernatural being,6.9
It's Complicated ,Nancy Meyers,85000000,R,120,Meryl Streep,Hunter Parrish,Zoe Kazan,112703470,Comedy|Drama|Romance,affair|divorce|graduation|vomiting|watching television,6.6
J. Edgar ,Clint Eastwood,35000000,R,137,Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever,37304950,Biography|Crime|Drama,agent|fbi|federal bureau of investigation|gay relationship|secret,6.6
Jackass 3D ,Jeff Tremaine,20000000,R,101,Bam Margera,Steve-O,Chris Pontius,117224271,Action|Comedy|Documentary,full frontal male nudity|man wearing a jock strap|man wearing a thong|rear male nudity|stripped prison uniform,7.1
Jackass: The Movie ,Jeff Tremaine,5000000,R,87,Bam Margera,Steve-O,Chris Pontius,64267897,Comedy|Documentary,alligator|golf|japan|panda|stunt,6.6
Jackie Brown ,Quentin Tarantino,12000000,R,154,Robert De Niro,Sid Haig,Robert Forster,39647595,Crime|Thriller,arms dealer|atf|bail|money|multiple perspectives,7.5
Jade ,William Friedkin,50000000,R,107,Michael Biehn,Chazz Palminteri,Linda Fiorentino,9795017,Crime|Drama|Thriller,blackmail|investigation|murder|panties pulled down|prostitution,5.1
Jane Got a Gun ,Gavin O'Connor,25000000,R,98,Natalie Portman,Noah Emmerich,Boyd Holbrook,1512815,Action|Drama|Western,brothel|death of husband|ex lover|haunted by the past|redemption,5.8
Jason Goes to Hell: The Final Friday ,Adam Marcus,2500000,R,91,Kane Hodder,Leslie Jordan,Erin Gray,15935068,Fantasy|Horror|Thriller,brutality|evil|jason voorhees|paranormal phenomena|terror,4.3
Jason Lives: Friday the 13th Part VI ,Tom McLoughlin,3000000,R,86,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,19472057,Horror|Thriller,actual animal killed|death|jason voorhees|slasher flick|teen horror,5.9
Jason X ,James Isaac,11000000,R,85,Peter Mensah,Kane Hodder,Lexa Doig,12610731,Action|Horror|Sci-Fi|Thriller,jason voorhees|lake|machete|scientist|slasher,4.4
Jawbreaker ,Darren Stein,3500000,R,87,Julie Benz,Judy Greer,Jeff Conaway,3071947,Comedy|Crime|Thriller,best friend|bitch|friend|popular girl|prom,5.4
Jay and Silent Bob Strike Back ,Kevin Smith,22000000,R,104,Will Ferrell,Shannon Elizabeth,Jason Mewes,30059386,Comedy,internet|jay and silent bob|new jersey|orangutan|police,6.9
Jeepers Creepers II ,Victor Salva,17000000,R,104,Nicki Aycox,Jonathan Breck,Billy Aaron Brown,35143332,Horror,cheerleader|farmer|fear|high school basketball|nightmare,5.6
"Jeff, Who Lives at Home ",Jay Duplass,10000000,R,83,Judy Greer,Evan Ross,Rae Dawn Chong,4244155,Comedy|Drama,basement|errand|secret admirer|slacker|wrong number,6.5
Jennifer's Body ,Karyn Kusama,16000000,R,107,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,16204793,Comedy|Fantasy|Horror,cannibalism|cheerleader|condom|hook for hand|satanic ritual,5.1
Jerry Maguire ,Cameron Crowe,50000000,R,139,Tom Cruise,Kelly Preston,Bonnie Hunt,153620822,Comedy|Drama|Romance|Sport,agent|career|client|fiance|sports agent,7.3
Jersey Boys ,Clint Eastwood,40000000,R,134,Johnny Cannizzaro,Steve Schirripa,Scott Vance,47034272,Biography|Drama|Music|Musical,band|music group|musical quartet|singer|song,6.9
Jesus' Son ,Alison Maclean,2500000,R,107,Billy Crudup,Samantha Morton,Mark Webber,1282084,Drama,hospital|love|mennonite|shower|song,7
Joe ,David Gordon Green,4000000,R,117,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,371897,Drama,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,6.9
Joy Ride ,John Dahl,23000000,R,97,Paul Walker,Jessica Bowman,Dell Yount,21973182,Mystery|Thriller,embarrassing male nudity|embarrassing nudity|male nudity|truck|truck driver,6.6
Just Looking ,Jason Alexander,3000000,R,97,Gretchen Mol,Patti LuPone,Peter Onorati,39852,Comedy|Drama,1955 chevrolet|nurse|peeping tom|reference to brooklyn dodgers|spying,6.7
Kama Sutra: A Tale of Love ,Mira Nair,3000000,R,109,Indira Varma,Sarita Choudhury,Rekha,4109095,Crime|Drama|History|Romance,courtesan|friend|kama sutra|seduction|wedding,6
Keanu ,Peter Atencio,15000000,R,100,Nia Long,Will Forte,Keegan-Michael Key,20566327,Action|Comedy,car chase|gangsta|gun fight|hitman|kitten,6.4
Kevin Hart: Let Me Explain ,Leslie Small,2500000,R,75,David Jason Perez,La'Princess Jackson,Dana Hanna,32230907,Comedy|Documentary,lying|montreal|reference to twitter|reference to youtube|toronto,6.7
Kick-Ass 2 ,Jeff Wadlow,28000000,R,103,Chloë Grace Moretz,Donald Faison,Augustus Prew,28751715,Action|Comedy|Crime,hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero,6.6
Kill Bill: Vol. 1 ,Quentin Tarantino,30000000,R,111,David Carradine,Vivica A. Fox,Chiaki Kuriyama,70098138,Action,bride|coma|japan|revenge|sword,8.1
Kill Bill: Vol. 2 ,Quentin Tarantino,30000000,R,137,Vivica A. Fox,Michael Parks,Michael Bowen,66207920,Action|Crime|Drama|Thriller,assassin|assassination|bride|death|vengeance,8
Kill the Messenger ,Michael Cuesta,5000000,R,112,Jeremy Renner,Paz Vega,Robert Pralgo,2445646,Biography|Crime|Drama|Mystery|Thriller,based on true story|cia|cocaine|journalist|smear campaign,7
Killer Joe ,William Friedkin,11000000,R,98,Matthew McConaughey,Scott A. Martin,Carol Sutton,1987762,Crime|Drama|Romance|Thriller,female nudity|female pubic hair|lingerie|neo noir|pubic hair,6.7
Killing Them Softly ,Andrew Dominik,15000000,R,97,Brad Pitt,Sam Shepard,Ben Mendelsohn,14938570,Crime|Thriller,exploding car|hit by a car|poker game|punched in the face|shot to death,6.2
Kingdom of Heaven ,Ridley Scott,130000000,R,194,Liam Neeson,Orlando Bloom,Philip Glenister,47396698,Action|Adventure|Drama|History|War,12th century|crusader|jerusalem|knight|medieval times,7.2
Kinsey ,Bill Condon,11000000,R,118,Liam Neeson,Oliver Platt,Dylan Baker,10214647,Biography|Drama,professor|research|sex|sexuality|student,7.1
Kiss Kiss Bang Bang ,Shane Black,15000000,R,103,Robert Downey Jr.,Corbin Bernsen,Larry Miller,4235837,Comedy|Crime|Mystery,actor|detective sergeant|hotel|nightclub|thief,7.6
Kiss of Death ,Barbet Schroeder,40000000,R,101,Nicolas Cage,Michael Rapaport,Philip Baker Hall,14942422,Action|Crime|Thriller,beard|female nudity|police brutality|stripper|woman in lingerie,5.9
Kiss the Bride ,C. Jay Cox,500000,R,100,Tori Spelling,Amber Benson,Garrett M. Brown,31937,Comedy|Romance,best friend|high school|love|secret|wedding,5.7
Kiss the Girls ,Gary Fleder,27000000,R,115,Morgan Freeman,Tony Goldwyn,Tatyana Ali,60491560,Crime|Drama|Mystery|Thriller,detective|kidnapping|punching a heavy bag|serial killer|tied to a tree,6.6
Kissing Jessica Stein ,Charles Herman-Wurmfeld,1000000,R,97,Scott Cohen,Jennifer Westfeldt,Brian Stepanek,7022940,Comedy|Drama|Romance,friend|friendship|journalist|new york city|personal ad,6.7
Knocked Up ,Judd Apatow,30000000,R,133,Harold Ramis,Martin Starr,Charlyne Yi,148734225,Comedy|Romance,one night stand|pregnancy|slacker|unplanned pregnancy|website,7
L!fe Happens ,Kat Coiro,930000,R,100,Justin Kirk,Geoff Stults,Kristen Johnston,20186,Comedy,friendship|los angeles california|one night stand|roommate|single mother,5.7
L.A. Confidential ,Curtis Hanson,35000000,R,138,Kevin Spacey,Matt McCoy,Paul Guilfoyle,64604977,Crime|Drama|Mystery|Thriller,1950s|call girl|corruption|murder|police detective,8.3
Lady in White ,Frank LaLoggia,4700000,R,118,Alex Rocco,Lukas Haas,Katherine Helmond,1705139,Fantasy|Horror|Mystery|Thriller,1960s|boy|ghost|murder|small town,6.7
Lake Placid ,Steve Miner,27000000,R,82,Oliver Platt,Bridget Fonda,Ty Olsson,31768374,Action|Comedy|Horror,crocodile|eaten alive|lake|maine|sheriff,5.6
Latter Days ,C. Jay Cox,850000,R,107,Joseph Gordon-Levitt,Rob McElhenney,Jacqueline Bisset,819939,Comedy|Drama|Romance,christian|male frontal nudity|mormon|mormon missionary|nudity,7.2
Law Abiding Citizen ,F. Gary Gray,50000000,R,118,Gerard Butler,Leslie Bibb,Michael Kelly,73343413,Crime|Drama|Thriller,attorney|deal|district attorney|investigation|justice,7.4
Leaving Las Vegas ,Mike Figgis,3600000,R,111,Nicolas Cage,Valeria Golino,Julian Sands,31968347,Drama|Romance,alcoholic|bar|love|prostitute|sex,7.6
Legends of the Fall ,Edward Zwick,30000000,R,133,Anthony Hopkins,Brad Pitt,Julia Ormond,66528842,Drama|Romance|War|Western,epic|heart|killing an animal|passion|usa,7.5
Legion ,Scott Stewart,26000000,R,100,Dennis Quaid,Kate Walsh,Charles S. Dutton,40168080,Action|Fantasy|Horror,angel|diner|faith|human race|religious faith,5.2
Lethal Weapon 3 ,Richard Donner,35000000,R,121,Rene Russo,Nick Chinlund,Stuart Wilson,144731527,Action|Crime|Thriller,gangster|gun|internal affairs|police|police officer,6.7
Lethal Weapon 4 ,Richard Donner,140000000,R,127,Jet Li,Rene Russo,Darlene Love,129734803,Action|Crime|Thriller,kung fu|lapd|martial arts|private investigator|triad,6.6
Let's Be Cops ,Luke Greenfield,17000000,R,104,Rob Riggle,Damon Wayans Jr.,James D'Arcy,82389560,Comedy,friendship between men|impersonating a police officer|mobster|party|police officer,6.5
Life as a House ,Irwin Winkler,18000000,R,125,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,15561627,Drama,cancer|construction|house|house construction|neighbor,7.5
