movie_title,director_name,duration,actor_1_name,actor_2_name,actor_3_name,gross,genres,plot_keywords,language,country,content_rating,budget,imdb_score,aspect_ratio
The Truman Show ,Peter Weir,103,Natascha McElhone,Noah Emmerich,Peter Krause,125603360,Comedy|Drama|Sci-Fi,controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality,English,USA,PG,60000000,8.1,1.85
The Tuxedo ,Kevin Donovan,98,Romany Malco,Debi Mazar,Ritchie Coster,50189179,Action|Comedy|Sci-Fi,chauffeur|hospital|secret agent|spying|tuxedo,English,USA,PG-13,60000000,5.3,1.85
The Twilight Saga: Breaking Dawn - Part 2 ,Bill Condon,115,Robert Pattinson,Kristen Stewart,Taylor Lautner,292298923,Adventure|Drama|Fantasy|Romance,battle|friend|super strength|vampire|vision,English,USA,PG-13,120000000,5.5,2.35
The Twilight Saga: Eclipse ,David Slade,124,Robert Pattinson,Kristen Stewart,Anna Kendrick,300523113,Adventure|Drama|Fantasy|Romance,friendship|graduation|revenge|vampire|werewolf,English,USA,PG-13,68000000,4.9,2.35
The Twilight Saga: New Moon ,Chris Weitz,130,Robert Pattinson,Kristen Stewart,Taylor Lautner,296623634,Adventure|Drama|Fantasy|Romance,forks washington|protecting a woman|title same as book|vampire|werewolf,English,USA,PG-13,50000000,4.6,2.35
The Ugly Truth ,Robert Luketic,96,Gerard Butler,John Michael Higgins,Eric Winter,88915214,Comedy|Romance,call in|chick flick|date|hot air balloon|show producer,English,USA,R,38000000,6.5,2.35
The Unborn ,David S. Goyer,89,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,42638165,Drama|Fantasy|Horror|Mystery|Thriller,babysitting|experiment|nightmare|possession|twin,English,USA,PG-13,16000000,4.8,2.35
The Untouchables ,Brian De Palma,119,Robert De Niro,Billy Drago,Charles Martin Smith,76270454,Crime|Drama|Thriller,corrupt judge|tax evasion|tough cop|white suit|year 1930,English,USA,R,25000000,7.9,2.35
The Upside of Anger ,Mike Binder,118,Alicia Witt,Erika Christensen,Joan Allen,18761993,Comedy|Drama,anger|baseball|drinking|radio|secretary,English,USA,R,9000000,6.9,2.35
The Usual Suspects ,Bryan Singer,106,Kevin Spacey,Chazz Palminteri,Kevin Pollak,23272306,Crime|Drama|Mystery|Thriller,criminal|dirty cop|flashback|limping|suspect,English,USA,R,6000000,8.6,2.35
The Vatican Tapes ,Mark Neveldine,91,Djimon Hounsou,Alison Lohman,Dougray Scott,1712111,Horror|Thriller,evil|injury|possession|priest|vatican,English,USA,PG-13,8495000,4.5,1.85
The Verdict ,Sidney Lumet,129,Charlotte Rampling,James Mason,Jack Warden,54000000,Drama,archdiocese|court|hospital|lawyer|malpractice,English,USA,R,16000000,7.8,1.85
The Village ,M. Night Shyamalan,108,Bryce Dallas Howard,Judy Greer,William Hurt,114195633,Drama|Mystery|Romance|Thriller,creature|pact|plot twist|village|woods,English,USA,PG-13,60000000,6.5,1.85
The Virgin Suicides ,Sofia Coppola,90,Kirsten Dunst,Kathleen Turner,Scott Glenn,4859475,Drama|Romance,catholic|five sisters|isolation|school|suicide,English,USA,R,6000000,7.2,1.85
The Virginity Hit ,Huck Botko,86,Matt Bennett,Krysta Rodriguez,Zack Pearlman,535249,Comedy,masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless,English,USA,R,3400000,4.6,1.85
The Visit ,M. Night Shyamalan,94,Ocean James,Patch Darragh,Olivia DeJonge,65069140,Horror|Thriller,farm|handheld camera|impostor|rap|rock paper scissors,English,USA,PG-13,5000000,6.2,1.85
The Vow ,Michael Sucsy,104,Channing Tatum,Lucas Bryant,Dillon Casey,125014030,Drama|Romance,car accident|life support|memory loss|trauma|voice recording,English,USA,PG-13,30000000,6.8,2.35
The Wackness ,Jonathan Levine,99,Mary-Kate Olsen,Aaron Yoo,Method Man,2077046,Comedy|Drama|Romance,ice cream|marijuana|new york city|summer|therapy,English,USA,R,6000000,7,2.35
The Walk ,Robert Zemeckis,123,Joseph Gordon-Levitt,Soleyman Pierini,Jade Kindar-Martin,10137502,Adventure|Biography|Drama|Thriller,1970s|based on true story|new york city|skyscraper|tightrope walker,English,USA,PG,35000000,7.4,2.35
The Wash ,DJ Pooh,93,Angell Conwell,Dr. Dre,DJ Pooh,10097096,Comedy,african american stereotype|car wash|rent|roommate|threatening telephone call,English,USA,R,4000000,4.6,1.85
The Watch ,Akiva Schaffer,102,Will Forte,Nicholas Braun,Rosemarie DeWitt,34350553,Action|Comedy|Sci-Fi,alien|escape|manager|neighborhood watch|ohio,English,USA,R,68000000,5.7,2.35
The Watcher ,Joe Charbanic,97,Keanu Reeves,Joseph Sikora,Chris Ellis,28927720,Crime|Horror|Mystery|Thriller,fbi|murder|scene of the crime|serial killer|therapy,English,USA,R,33000000,5.3,1.85
The Waterboy ,Frank Coraci,90,Adam Sandler,Clint Howard,Peter Dante,161487252,Comedy|Sport,coach|college|college football|domineering mother|football,English,USA,PG-13,20000000,6.1,1.85
The Way of the Gun ,Christopher McQuarrie,119,Kristin Lehman,Nicky Katt,Dylan Kussman,6047856,Action|Crime|Drama|Thriller,criminal|drifter|gangster|money|surrogate mother,English,USA,R,8500000,6.7,1.85
The Way Way Back ,Nat Faxon,103,Steve Carell,Liam James,Jim Rash,21501098,Comedy|Drama,awkward boy|shy kid|summer|vacation|water park,English,USA,PG-13,5000000,7.4,1.85
The Weather Man ,Gore Verbinski,102,Nicolas Cage,Hope Davis,Michael Rispoli,12469811,Comedy|Drama,corndog|failure|funeral in the rain|new york city|weatherman,English,USA,R,22000000,6.6,1.85
The Wedding Date ,Clare Kilner,90,Jack Davenport,Debra Messing,Holland Taylor,31585300,Comedy|Romance,chick flick|escort|male escort|wedding|wedding date,English,USA,PG-13,15000000,6.1,1.85
The Wendell Baker Story ,Andrew Wilson,99,Will Ferrell,Eddie Griffin,Jacob Vargas,127144,Comedy|Drama|Romance,directorial debut|fantasy sequence|nurse|old age home|prison,English,USA,PG-13,8000000,5.5,2.35
The Whole Nine Yards ,Jonathan Lynn,98,Bruce Willis,Matthew Perry,Natasha Henstridge,57262492,Comedy|Crime,adultery|black humor|dentist|hitman|sex in bed,English,USA,R,24000000,6.7,1.85
The Whole Ten Yards ,Howard Deutch,98,Bruce Willis,Matthew Perry,Natasha Henstridge,16323969,Comedy|Crime|Thriller,dentist|face slap|flashback|hitman|killing an animal,English,USA,PG-13,40000000,5.5,1.85
The Wild Thornberrys Movie ,Cathy Malkasian,85,Alfre Woodard,Flea,Cree Summer,39880476,Adventure|Animation|Comedy|Family|Fantasy,africa|chimpanzee|elephant|safari|shaman,English,USA,PG,25000000,5.2,2.35
The Witch ,Robert Eggers,92,Julian Richings,Kate Dickie,Ralph Ineson,25138292,Horror|Mystery,black magic|goat|isolation|naked woman|witch,English,USA,R,3500000,6.8,1.66
The Wiz ,Sidney Lumet,118,Lena Horne,Diana Ross,Theresa Merritt,13000000,Adventure|Family|Fantasy|Music|Musical,melancholy|new york city|sadness|teacher|wizard,English,USA,G,24000000,5.2,1.85
The Wizard of Oz ,Victor Fleming,102,Margaret Hamilton,Terry,Billie Burke,22202612,Adventure|Family|Fantasy|Musical,evil witch|tornado|witch|wizard|wizard of oz,English,USA,Passed,2800000,8.1,1.37
The Wolf of Wall Street ,Martin Scorsese,240,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,116866727,Biography|Comedy|Crime|Drama,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker,English,USA,R,100000000,8.2,2.35
The Wolfman ,Joe Johnston,119,Anthony Hopkins,Simon Merrells,Art Malik,61937495,Drama|Fantasy|Horror|Thriller,asylum|death|full moon|transformation|werewolf,English,USA,R,150000000,5.8,1.85
The Wolverine ,James Mangold,138,Hugh Jackman,Tao Okamoto,Rila Fukushima,132550960,Action|Adventure|Sci-Fi|Thriller,healing power|marvel comics|mecha|regeneration|self healing,English,USA,PG-13,120000000,6.7,2.35
The Women ,Diane English,114,Jada Pinkett Smith,Debi Mazar,Debra Messing,26896744,Comedy|Drama,beauty salon|divorce|fashion|new york|perfume,English,USA,PG-13,16500000,4.9,1.85
The Wood ,Rick Famuyiwa,106,Omar Epps,Tamala Jones,Richard T. Jones,25047631,Comedy|Drama|Romance,flashback|friendship|public nudity|shower|wedding,English,USA,R,6000000,6.9,1.85
The Words ,Brian Klugman,102,J.K. Simmons,Bradley Cooper,Olivia Wilde,11434867,Drama|Mystery|Romance|Thriller,american in paris|book|love|novel|writer,English,USA,PG-13,6000000,7.1,1.85
The Work and the Glory II: American Zion ,Sterling Van Wagenen,100,Emily Podleski,Eric Johnson,Brenda Strong,2024854,Drama|Western,estrangement|missouri|mormon|mormon church|mormon temple,English,USA,PG-13,6500000,6.6,2.35
The Work and the Glory ,Russell Holt,118,Eric Johnson,Brenda Strong,Tiffany Dupont,3347439,Drama|Romance,1830s|baptism|intolerance|mormon church|sibling rivalry,English,USA,PG,7500000,6.9,
The Wraith ,Mike Marvin,93,Clint Howard,Randy Quaid,Nick Cassavetes,3500000,Action|Horror|Romance|Sci-Fi|Thriller,arizona|death|gang|police|sheriff,English,USA,R,2700000,5.9,1.85
The Wrestler ,Darren Aronofsky,109,Mark Margolis,John D'Leo,Ajay Naidu,26236603,Drama|Sport,heart attack|stripper|supermarket|wrestler|wrestling,English,USA,R,6000000,7.9,2.35
The X Files: I Want to Believe ,Chris Carter,108,Mitch Pileggi,Callum Rennie,Nicki Aycox,20981633,Drama|Mystery|Sci-Fi|Thriller,fbi|priest|psychic|psychic vision|staff physician,English,USA,PG-13,30000000,5.9,2.35
The X Files ,Rob Bowman,121,Martin Landau,Mitch Pileggi,Jeffrey DeMunn,83892374,Drama|Mystery|Sci-Fi|Thriller,agent|alien|bomb|fbi|government,English,USA,PG-13,66000000,7,2.35
The Yards ,James Gray,115,Charlize Theron,Ellen Burstyn,Faye Dunaway,882710,Crime|Drama|Romance|Thriller,best friend|corruption|fall to death|female nudity|friend,English,USA,R,24000000,6.4,2.35
The Yellow Handkerchief ,Udayan Prasad,102,Kristen Stewart,Eddie Redmayne,William Hurt,317040,Drama|Romance,louisiana|overalls|road trip|southern u.s.|teenage boy,English,USA,PG-13,15500000,6.8,2.35
The Young Messiah ,Cyrus Nowrasteh,111,Clive Russell,Vincent Walsh,Finn Ireland,6462576,Drama,based on novel,English,USA,PG-13,18500000,5.4,2.35
There Goes My Baby ,Floyd Mutrux,99,Ricky Schroder,Kelli Williams,Seymour Cassel,125169,Comedy|Drama,high school|love|police|showdown|surfer,English,USA,R,10500000,6.4,
There Will Be Blood ,Paul Thomas Anderson,158,Jim Meskimen,Paul F. Tompkins,Kevin Breznahan,40218903,Drama,alcoholic|alcoholism|money|oil|turn of the century,English,USA,R,25000000,8.1,2.35
There's Something About Mary ,Bobby Farrelly,107,Sarah Silverman,Lin Shaye,Richard Tyson,176483808,Comedy|Romance,accident|curtain call|dream girl|high school|prom,English,USA,R,23000000,7.1,1.85
They Live ,John Carpenter,93,Meg Foster,Peter Jason,George 'Buck' Flower,13008928,Horror|Sci-Fi|Thriller,alien|brainwashing|construction worker|sunglasses|teleportation,English,USA,R,4000000,7.3,2.35
They ,Robert Harmon,89,Alexander Gould,Ethan Embry,Marc Blucas,12693621,Horror|Mystery|Thriller,darkness|friend|kiss|nightmare|suicide,English,USA,PG-13,17000000,4.8,2.35
Things to Do in Denver When You're Dead ,Gary Fleder,115,Steve Buscemi,Bill Cobbs,Treat Williams,529766,Crime|Drama,death|finger gun|video message|what happened to epilogue|wheelchair,English,USA,R,7000000,6.8,1.85
Things We Lost in the Fire ,Susanne Bier,118,Alison Lohman,Omar Benson Miller,Robin Weigert,2849142,Drama,best friend|dinner|garage|narcotics anonymous|recovery,English,USA,R,16000000,7.2,2.35
Think Like a Man Too ,Tim Story,106,Romany Malco,Regina Hall,David Walton,65182182,Comedy|Romance,african american|imperative in title|las vegas nevada|nevada|wedding,English,USA,PG-13,24000000,5.7,2.35
Think Like a Man ,Tim Story,122,Chris Brown,Romany Malco,Regina Hall,91547205,Comedy|Romance,advice|black romance|hip hop|reading a book|sex scene,English,USA,PG-13,12000000,6.6,2.35
Thinner ,Tom Holland,93,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,15171475,Fantasy|Horror,death|doctor|gypsy|judge|lawyer,English,USA,R,8500000,5.7,1.85
Thir13en Ghosts ,Steve Beck,91,Shannon Elizabeth,Embeth Davidtz,F. Murray Abraham,41867960,Horror,collector|ghost|ghost hunter|glass house|machine,English,USA,R,20000000,5.5,1.33
Thirteen Conversations About One Thing ,Jill Sprecher,104,Matthew McConaughey,Rob McElhenney,Amy Irving,3287435,Drama,attorney|happiness|house cleaner|physics|professor,English,USA,R,4500000,7.1,1.85
Thirteen Days ,Roger Donaldson,145,Bruce Greenwood,Jon Foster,Bruce Thomas,34566746,Drama|History|Thriller,blockade|crisis|cuba|missile|president,English,USA,PG-13,80000000,7.3,1.85
Thirteen ,Catherine Hardwicke,100,Holly Hunter,Sarah Clarke,Kip Pardue,4599680,Drama,13 year olds|adolescence|friend|peer pressure|teacher,English,USA,R,1500000,6.8,1.85
This Christmas ,Preston A. Whitmore II,117,Mekhi Phifer,Chris Brown,Loretta Devine,49121934,Comedy|Drama|Romance,christmas|family home|musician|piano|secret,English,USA,PG-13,13000000,6.1,2.35
This Is 40 ,Judd Apatow,134,Charlyne Yi,Maude Apatow,Mackenzie Aladjem,67523385,Comedy,40th birthday|aging|birthday|sex|viagra,English,USA,R,35000000,6.2,2.35
This Is It ,Kenny Ortega,111,Misha Gabriel Hamilton,Mekia Cox,Judith Hill,71844424,Documentary|Music,2000s|box office hit|comeback|rehearsal|year 2009,English,USA,PG,60000000,7.3,1.78
This Is the End ,Evan Goldberg,107,Channing Tatum,James Franco,Emma Watson,101470202,Comedy|Fantasy,apocalypse|celebrity|ensemble cast|party|rapture,English,USA,R,32000000,6.7,2.35
This Is Where I Leave You ,Shawn Levy,103,Tina Fey,Abigail Spencer,Jane Fonda,34290142,Comedy|Drama,brother sister relationship|childhood home|man child|sibling|vomiting,English,USA,R,19800000,6.6,2.35
This Means War ,McG,103,Tom Hardy,Abigail Spencer,Warren Christie,54758461,Action|Comedy|Romance,best friend|cia|cia agent|dating|undercover,English,USA,PG-13,65000000,6.3,2.35
Thor: The Dark World ,Alan Taylor,112,Chris Hemsworth,Natalie Portman,Anthony Hopkins,206360018,Action|Adventure|Fantasy,arrest|portal|thor|warrior|weapon,English,USA,PG-13,170000000,7.1,2.35
Thor ,Kenneth Branagh,115,Chris Hemsworth,Natalie Portman,Anthony Hopkins,181015141,Action|Adventure|Fantasy,battle|marvel cinematic universe|scientist|thor|throne,English,USA,PG-13,150000000,7,2.35
Three Kings ,David O. Russell,114,Judy Greer,Jamie Kennedy,Mykelti Williamson,60652036,Action|Adventure|Comedy|Drama|War,gold|gulf war|iraq|kuwait|map,English,USA,R,48000000,7.1,2.35
Thumbsucker ,Mike Mills,96,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,1325073,Comedy|Drama,attention deficit disorder|debate|drugs|psychologist|school,English,USA,R,4000000,6.6,2.35
Tim and Eric's Billion Dollar Movie ,Tim Heidecker,93,Michael Gross,William Atherton,Bob Ross,200803,Comedy,film in film|man with glasses|reference to steven spielberg|self referential|shopping mall,English,USA,R,3000000,5.3,1.78
Time Changer ,Rich Christiano,95,Gavin MacLeod,D. David Morin,Hal Linden,15278,Drama|Fantasy|Sci-Fi,bible|christian propaganda|christianity|time machine|zealot,English,USA,PG,825000,5.6,1.85
Timeline ,Richard Donner,116,Paul Walker,Gerard Butler,Ethan Embry,19480739,Action|Adventure|Sci-Fi,castle|france|professor|student|time machine,English,USA,PG-13,80000000,5.6,2.35
Tin Cup ,Ron Shelton,135,Don Johnson,Cheech Marin,Rene Russo,53854588,Comedy|Drama|Romance|Sport,driving range|golf|golfer|tournament|winnebago,English,USA,R,45000000,6.3,2.35
Tiny Furniture ,Lena Dunham,98,Lena Dunham,Merritt Wever,Jemima Kirke,389804,Comedy|Drama|Romance,adult returns home|girl with glasses|hipster|shower|title directed by female,English,USA,Not Rated,65000,6.3,2.35
Titan A.E. ,Don Bluth,94,Matt Damon,Janeane Garofalo,Nathan Lane,22751979,Action|Adventure|Animation|Family|Sci-Fi,alien|captain|escape|pilot|scientist,English,USA,PG,75000000,6.6,2.35
Titanic ,James Cameron,194,Leonardo DiCaprio,Kate Winslet,Gloria Stuart,658672302,Drama|Romance,artist|love|ship|titanic|wet,English,USA,PG-13,200000000,7.7,2.35
To Die For ,Gus Van Sant,106,Kurtwood Smith,Wayne Knight,Holland Taylor,21200000,Comedy|Crime|Drama,career|fame|murder|new hampshire|television,English,USA,R,20000000,6.8,1.85
To Rome with Love ,Woody Allen,112,Ornella Muti,Judy Davis,Alessandra Mastronardi,16684352,Comedy|Romance,architect|celebrity|prostitute|shower|tourist,English,USA,R,17000000,6.3,1.85
To Save a Life ,Brian Baugh,120,Randy Wayne,Sean Michael Afable,D. David Morin,3773863,Drama,basketball|beer pong|childhood friend|christian|suicide,English,USA,PG-13,1000000,7.1,2.35
Tombstone ,George P. Cosmatos,134,Michael Biehn,Dana Delany,Powers Boothe,56505065,Action|Biography|Drama|History|Romance|Western,cigar smoking|cowboy|duel|outlaw|tombstone arizona,English,USA,R,25000000,7.8,2.35
Tomcats ,Gregory Poirier,95,Shannon Elizabeth,Jake Busey,David Ogden Stiers,13558739,Comedy,box office flop|critically bashed|dominatrix|friend|money,English,USA,R,11000000,5.3,1.85
Tomorrowland ,Brad Bird,130,Judy Greer,Chris Bauer,Thomas Robinson,93417865,Action|Adventure|Family|Mystery|Sci-Fi,boy genius|futuristic city|inventor|teenage girl|time travel,English,USA,PG,190000000,6.5,2.2
Tootsie ,Sydney Pollack,116,Bill Murray,Sydney Pollack,Teri Garr,177200000,Comedy|Drama|Romance,actor|actress|friend|love|reputation,English,USA,PG,22000000,7.4,2.35
Top Five ,Chris Rock,102,Rosario Dawson,Romany Malco,J.B. Smoove,25277561,Comedy|Romance,bare breasts|celebrity|in medias res|reference to planet of the apes|sex talk,English,USA,R,12000000,6.5,2.35
Top Gun ,Tony Scott,110,Tom Cruise,Tom Skerritt,Adrian Pasdar,176781728,Action|Drama|Romance,flying|gay subtext|machismo|male objectification|pilot,English,USA,PG,15000000,6.9,1.33
Torque ,Joseph Kahn,84,Dane Cook,Jay Hernandez,Christina Milian,21176322,Action|Comedy|Crime,murder|on the run|security camera|surveillance footage|timebomb,English,USA,PG-13,40000000,4,2.35
Total Recall ,Paul Verhoeven,113,Ronny Cox,Rachel Ticotin,Marshall Bell,119412921,Action|Sci-Fi,ambiguous ending|false memory|implanted memory|memory|space colony,English,USA,R,65000000,7.5,1.85
Tower Heist ,Brett Ratner,104,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,78009155,Action|Comedy|Crime,apartment|fbi|fraud|heist|manager,English,USA,PG-13,75000000,6.2,2.35
Toy Story 2 ,John Lasseter,82,Tom Hanks,John Ratzenberger,Wayne Knight,245823397,Adventure|Animation|Comedy|Family|Fantasy,collector|dog|friend|rescue|toy,English,USA,G,90000000,7.9,1.85
Toy Story 3 ,Lee Unkrich,103,Tom Hanks,John Ratzenberger,Don Rickles,414984497,Adventure|Animation|Comedy|Family|Fantasy,college|day care|escape|teddy bear|toy,English,USA,G,200000000,8.3,1.85
Toy Story ,John Lasseter,74,Tom Hanks,John Ratzenberger,Jim Varney,191796233,Adventure|Animation|Comedy|Family|Fantasy,claw crane|cowboy|jealousy|rivalry|toy,English,USA,G,30000000,8.3,1.85
Traffic ,Steven Soderbergh,190,Michael O'Neill,Jacob Vargas,James Lew,124107476,Crime|Drama|Thriller,cocaine|drug smuggling|interlinked stories|judge|mexico,English,USA,R,48000000,7.6,1.85
Training Day ,Antoine Fuqua,122,Denzel Washington,Snoop Dogg,Tom Berenger,76261036,Crime|Drama|Thriller,lapd|narc|narcotics|title spoken by character|training,English,USA,R,45000000,7.7,2.35
Transamerica ,Duncan Tucker,103,Kevin Zegers,Felicity Huffman,Paul Borghese,9013113,Adventure|Comedy|Drama,bail|male full frontal nudity|sex change|stepfather|transsexual,English,USA,R,1000000,7.4,1.85
Transformers: Age of Extinction ,Michael Bay,165,Bingbing Li,Sophia Myles,Kelsey Grammer,245428137,Action|Adventure|Sci-Fi,blockbuster|bumblebee the character|semi truck and trailer|texas|truck,English,USA,PG-13,210000000,5.7,2.35
Transformers: Dark of the Moon ,Michael Bay,154,Glenn Morshower,Lester Speight,Kevin Dunn,352358779,Action|Adventure|Sci-Fi,autobot|decepticon|job interview|moon|spacecraft,English,USA,PG-13,195000000,6.3,2.35
Transformers: Revenge of the Fallen ,Michael Bay,150,Glenn Morshower,Kevin Dunn,Ramon Rodriguez,402076689,Action|Adventure|Sci-Fi,autobot|decepticon|machine|sun|symbol,English,USA,PG-13,200000000,6,2.35
Transformers ,Michael Bay,144,Zack Ward,Michael O'Neill,Kevin Dunn,318759914,Action|Adventure|Sci-Fi,alien contact|autobot|decepticon|robot vs. robot|teenage hero,English,USA,PG-13,150000000,7.1,2.35
Treasure Planet ,Ron Clements,95,Joseph Gordon-Levitt,Martin Short,Michael Wincott,38120554,Adventure|Animation|Family|Sci-Fi,alien|cyborg|pirate|planet|treasure,English,USA,PG,140000000,7.1,1.5
Trees Lounge ,Steve Buscemi,95,Steve Buscemi,Debi Mazar,Carol Kane,695229,Comedy|Drama,alcoholic drink|bar|drink|drinking|drunk,English,USA,R,1300000,7.2,1.85
Trekkies ,Roger Nygard,86,Walter Koenig,DeForest Kelley,James Doohan,617172,Documentary,autograph|dentist|outer space|star trek|telephone call,English,USA,PG,375000,7,
Tremors ,Ron Underwood,96,Reba McEntire,Ariana Richards,Michael Gross,16667084,Comedy|Horror|Sci-Fi,desert|giant worm|monster|pipe bomb|small town,English,USA,PG-13,11000000,7.1,1.85
Triple 9 ,John Hillcoat,115,Kate Winslet,Norman Reedus,Clifton Collins Jr.,12626905,Action|Crime|Drama|Thriller,betrayal|corrupt cop|heist|murder of a police officer|police detective,English,USA,R,20000000,6.3,2.35
TRON: Legacy ,Joseph Kosinski,125,Jeff Bridges,Olivia Wilde,James Frain,172051787,Action|Adventure|Sci-Fi,arcade|bridge|disappearance|escape|warrior,English,USA,PG,170000000,6.8,2.35
Troop Beverly Hills ,Jeff Kanew,105,Craig T. Nelson,Shelley Long,Kellie Martin,8508843,Adventure|Comedy,beverly hills hotel|divorce|girl|troop|wilderness,English,USA,PG,18000000,5.5,1.37
Tropic Thunder ,Ben Stiller,121,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,110416702,Action|Comedy,film director|parody|spoof|vietnam|written and directed by cast member,English,USA,R,92000000,7,2.35
Troy ,Wolfgang Petersen,196,Brad Pitt,Orlando Bloom,Julian Glover,133228348,Adventure,greek|mythology|prince|trojan|troy,English,USA,R,175000000,7.2,2.35
Trucker ,James Mottern,90,Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence,52166,Drama,cancer|cigarette smoking|hospital|one night stand|trucker,English,USA,R,2000000,6.7,2.35
True Grit ,Ethan Coen,110,Matt Damon,Jeff Bridges,Bruce Green,171031347,Adventure|Drama|Western,arkansas|murder|sheriff|texas ranger|u.s. marshal,English,USA,PG-13,38000000,7.7,2.35
True Lies ,James Cameron,141,Jamie Lee Curtis,Tia Carrere,Tom Arnold,146282411,Action|Comedy|Thriller,espionage|secret agent|secret mission|spy|spy film,English,USA,R,115000000,7.2,2.35
True Romance ,Tony Scott,121,Brad Pitt,Gary Oldman,Michael Rapaport,12281500,Action|Crime|Drama|Romance|Thriller,aspiring actor|cocaine|drugs|pimp|suitcase full of money,English,USA,R,13000000,8,2.35
Trust the Man ,Bart Freundlich,103,Billy Crudup,Garry Shandling,Dagmara Dominczyk,1530535,Comedy|Drama|Romance,actress|lesbianism|manhattan new york city|urination|watching pornography,English,USA,R,9000000,5.7,2.35
Trust ,David Schwimmer,106,Noah Emmerich,Jordan Trovillion,Zoe Levin,58214,Crime|Drama|Thriller,counselor|fbi|revenge motive|school|teenage girl,English,USA,R,9500000,7,2.35
Tuck Everlasting ,Jay Russell,90,William Hurt,Sissy Spacek,Jonathan Jackson,19158074,Drama|Family|Fantasy|Romance,fountain of youth|immortality|secret|woods|young man,English,USA,PG,15000000,6.7,2.35
Tumbleweeds ,Gavin O'Connor,102,Kimberly J. Brown,Janet McTeer,Lois Smith,1281176,Comedy|Drama,boss|fight|reference to william shakespeare|white trash|written and directed by cast member,English,USA,PG-13,312000,6.7,1.85
Turbo ,David Soren,96,Ryan Reynolds,Snoop Dogg,Ben Schwartz,83024900,Adventure|Animation|Comedy|Family|Sport,accident|freak accident|race|snail|underdog,English,USA,PG,135000000,6.5,2.35
Turbulence ,Robert Butler,100,Hector Elizondo,Lauren Holly,Jeffrey DeMunn,11466088,Action|Thriller,airplane|christmas|marshal|pilot|u.s. marshal,English,USA,R,71000000,4.7,2.35
Tusk ,Kevin Smith,102,Johnny Depp,Haley Joel Osment,Michael Parks,1821983,Comedy|Drama|Horror,canada|human becoming an animal|mad scientist|part of trilogy|walrus,English,USA,R,3000000,5.4,2.35
Twilight Zone: The Movie ,Joe Dante,101,Albert Brooks,Al Leong,Vic Morrow,29500000,Fantasy|Horror|Sci-Fi,1940s|1960s|bar|kick the can|remake,English,USA,PG,10000000,6.5,1.85
Twilight ,Catherine Hardwicke,122,Kristen Stewart,Taylor Lautner,Anna Kendrick,191449475,Drama|Fantasy|Romance,blood|high school|love|school|vampire,English,USA,PG-13,37000000,5.2,2.35
Twin Falls Idaho ,Michael Polish,111,Sasha Alexander,William Katt,Jon Gries,985341,Drama,conjoined twins|independent film|low budget film|separation|twin,English,USA,R,500000,7.3,1.85
Twins ,Ivan Reitman,107,Kelly Preston,Tony Jay,Hugh O'Brian,111936400,Comedy|Crime,bare chested male|brother|catholic orphanage|long lost siblings|twins,English,USA,PG,15000000,6,1.85
Twister ,Jan de Bont,113,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,241688385,Action|Adventure|Drama|Thriller,device|disaster|divorce|storm|tornado,English,USA,PG-13,92000000,6.3,2.35
Two Can Play That Game ,Mark Brown,90,Mo'Nique,Vivica A. Fox,Tamala Jones,22235901,Comedy|Romance,advice|battle of the sexes|lingerie|romantic rivalry|rule,English,USA,R,6000000,6.1,1.85
Two Girls and a Guy ,James Toback,84,Robert Downey Jr.,Natasha Gregson Wagner,Angel David,1950218,Comedy|Drama,actor|anilingus|double cross|funeral home|two timing,English,USA,R,1000000,5.6,1.85
Two Lovers ,James Gray,110,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,3148482,Drama|Romance,jewish|love|married man|neighbor|photograph,English,USA,R,12000000,7.1,2.35
Two Weeks Notice ,Marc Lawrence,101,Dorian Missick,Alicia Witt,Dana Ivey,93307796,Comedy|Romance,developer|divorce|lawyer|love|new york city,English,USA,PG-13,60000000,6.1,1.85
UHF ,Jay Levey,150,Fran Drescher,Gedde Watanabe,Michael Richards,6157157,Comedy|Drama,gambling|imagination|television|television station|tv show,English,USA,PG-13,5000000,7,1.85
Ulee's Gold ,Victor Nunez,113,Peter Fonda,Patricia Richardson,Vanessa Zima,9054736,Drama,beekeeper|bound and gagged|dysfunctional family|man with glasses|tied to a chair,English,USA,R,2700000,7.1,1.66
Ultraviolet ,Kurt Wimmer,94,Milla Jovovich,Cameron Bright,Nick Chinlund,18500966,Action|Horror|Sci-Fi|Thriller,boy|disease|hemophagia|speed|vampire,English,USA,PG-13,30000000,4.4,1.85
Unaccompanied Minors ,Paul Feig,90,Tyler James Williams,Rob Riggle,B.J. Novak,16647384,Adventure|Comedy|Family|Romance,airport|black comedy|blizzard|christmas|pennsylvania,English,USA,PG,26000000,5.1,2.35
